group;id;crdt;setting;cb;base;delta;parameter;mean_point_estimate;mean_std_err;median_point_estimate;median_std_err;std_dev_point_estimate;std_dev_std_err
list_near_real_time_setting;base_len=10000 delta_len=20;list;near_real_time;TRUE;10000;20;20;1.5247642;0.010752163532375496;1.4934795;0.004365551647552598;0.10794539721506977;0.022721363238182194
list_near_real_time_setting;base_len=10000 delta_len=40;list;near_real_time;TRUE;10000;40;40;1.92489708;0.015245000534942512;1.898167;0.0031509940964886437;0.15347895136392908;0.05351045369239
list_near_real_time_setting;base_len=10000 delta_len=60;list;near_real_time;TRUE;10000;60;60;2.31006411;0.010070312680031692;2.289958;0.003988875076046168;0.1014280925814192;0.03648114862634883
list_near_real_time_setting;base_len=10000 delta_len=80;list;near_real_time;TRUE;10000;80;80;2.7325708;0.01680679363005948;2.693812;0.0028630264888317714;0.16911140353905615;0.044043746025219564
list_near_real_time_setting;base_len=10000 delta_len=100;list;near_real_time;TRUE;10000;100;100;3.13254588;0.01441143828884594;3.1000835;0.005584540583039796;0.14463161352719672;0.04043615448202288
