group,id,parameter,mean_point_estimate,mean_std_err,median_point_estimate,median_std_err,std_dev_point_estimate,std_dev_std_err
kv_stores_near_real_time_setting,crdt=w_cb base_diameter=4000 delta_diameter=20,20,75.59835,0.08512081136299994,75.615604,0.09916969838123856,0.8569520507996096,0.06565620567792202
kv_stores_near_real_time_setting,crdt=wo_cb base_diameter=5000 delta_diameter=40,40,0.13869051666666665,0.0002759944312269879,0.13789916666666666,0.00023293784889277648,0.0027827209710147463,0.0003210378681120832
kv_stores_near_real_time_setting,crdt=wo_cb base_diameter=3000 delta_diameter=100,100,0.2444014522222221,0.0003388070561937692,0.24408094444444445,0.00028304809956046235,0.00339107395763814,0.00043385818128606273
kv_stores_near_real_time_setting,crdt=w_cb base_diameter=3000 delta_diameter=100,100,60.24223748,0.08597760290454665,60.2353335,0.09583607874786812,0.8612228340816596,0.05196672921740949
kv_stores_near_real_time_setting,crdt=wo_cb base_diameter=2000 delta_diameter=20,20,0.09605087,0.0007469631105624674,0.09352407692307692,0.0003694661541961443,0.007497748436933351,0.0013805774033422962
kv_stores_near_real_time_setting,crdt=wo_cb base_diameter=2000 delta_diameter=80,80,0.20801555230769236,0.0004835043887248577,0.20612976923076926,0.0004183415705832592,0.004868835164761665,0.0006003342823174664
kv_stores_near_real_time_setting,crdt=w_cb base_diameter=5000 delta_diameter=60,60,96.34428711,0.09728777032907336,96.3880835,0.14810988169632558,0.9804270770057908,0.08475455312606493
kv_stores_near_real_time_setting,crdt=w_cb base_diameter=1000 delta_diameter=100,100,22.07001583,0.026623893075511912,22.087854,0.05110211929167843,0.2674602866685999,0.02049864682838234
kv_stores_near_real_time_setting,crdt=wo_cb base_diameter=1000 delta_diameter=100,100,0.2428218252173913,0.0001967974064279815,0.24222458695652174,0.00022269578345981292,0.001981351398375776,0.00021562657047955803
kv_stores_near_real_time_setting,crdt=w_cb base_diameter=3000 delta_diameter=40,40,57.486145869999994,0.05720374926341825,57.5129585,0.0727799093671943,0.5749118216425161,0.04125711559506964
kv_stores_hydration_setting,crdt=wo_cb base_diameter=3000,3000,5.555544501000001,0.005920883992086235,5.5521875,0.006883799121175872,0.059287491976455525,0.005193561478451428
kv_stores_hydration_setting,crdt=w_cb base_diameter=2000,2000,69.9983946,0.1706235108552855,69.7359995,0.08874978384737978,1.7172974328981176,0.45475216472444746
kv_stores_hydration_setting,crdt=wo_cb base_diameter=2000,2000,3.6934463121428593,0.002752443784799332,3.6888869285714287,0.003082618189810399,0.02778184354771615,0.004481305698365066
kv_stores_hydration_setting,crdt=w_cb base_diameter=3000,3000,110.35142748,0.1125035876539158,110.2519375,0.13445277273107287,1.133411195695761,0.07821517035960338
kv_stores_hydration_setting,crdt=wo_cb base_diameter=1000,1000,1.9551705713812688,0.002749081293433975,1.9490293157596372,0.0023825943272838047,0.02751988052954736,0.007665455194234359
kv_stores_hydration_setting,crdt=wo_cb base_diameter=5000,5000,9.238752713333334,0.02727942241980262,9.200225666666668,0.0277861750794809,0.2736440013751802,0.09973170931839336
kv_stores_hydration_setting,crdt=w_cb base_diameter=4000,4000,150.99637827,0.19073155836882733,150.8575835,0.2614730376967582,1.9144806463173696,0.13271191819416533
kv_stores_hydration_setting,crdt=wo_cb base_diameter=4000,4000,7.358917452857141,0.023668090221402836,7.320142928571429,0.007791711680509214,0.23847847872284245,0.11381840288896544
kv_stores_hydration_setting,crdt=w_cb base_diameter=5000,5000,197.16251877000002,0.24858070029148183,197.0076875,0.23574018196252458,2.505019591293941,0.21765386415146223
kv_stores_hydration_setting,crdt=w_cb base_diameter=1000,1000,33.832795024999996,0.09343355096306159,33.5635105,0.032952036898806276,0.93990157152896,0.17516049578039378
list_near_real_time_setting,base_len=30000 delta_len=60,60,3.39179004,0.01547145204150633,3.411396,0.028798120117609557,0.15512777539665015,0.012130943965712626
list_near_real_time_setting,base_len=40000 delta_len=40,40,3.43818124,0.018633419791694257,3.4133335,0.019066454113598263,0.1876535499908921,0.012034959450525332
list_near_real_time_setting,base_len=20000 delta_len=80,80,3.34969456,0.018430751480500857,3.327041,0.021349361650554344,0.1852004225529858,0.015995555115212754
list_near_real_time_setting,base_len=20000 delta_len=20,20,2.13863501,0.015734302994720357,2.151521,0.011420345237278614,0.15848046843680577,0.020797269867579665
list_near_real_time_setting,base_len=50000 delta_len=40,40,3.98372546,0.029620045530566894,3.914625,0.03779694751175906,0.29749697012440385,0.02447894212505686
list_near_real_time_setting,base_len=20000 delta_len=60,60,2.98063081,0.02103622559910615,2.954729,0.022364575587376017,0.21117727395169822,0.02337978905638317
list_near_real_time_setting,base_len=30000 delta_len=20,20,2.68354962,0.02336353868568606,2.639604,0.02031356955955411,0.23445487810111726,0.024403690319125634
list_near_real_time_setting,base_len=10000 delta_len=40,40,1.92489708,0.015245000534942512,1.898167,0.0031509940964886437,0.15347895136392908,0.05351045369239
list_near_real_time_setting,base_len=30000 delta_len=80,80,3.86583255,0.020593687223502778,3.85475,0.017175263526605592,0.20560492266133426,0.01943083604988641
list_near_real_time_setting,base_len=10000 delta_len=100,100,3.13254588,0.01441143828884594,3.1000835,0.005584540583039796,0.14463161352719672,0.04043615448202288
list_near_real_time_setting,base_len=40000 delta_len=80,80,4.23178789,0.020784019878063997,4.184166,0.020316637514717885,0.20937969726418632,0.02182374725326842
list_near_real_time_setting,base_len=40000 delta_len=20,20,3.04700454,0.016250377338698486,3.037042,0.019470871999679434,0.16355598749054862,0.010427033979041064
list_near_real_time_setting,base_len=40000 delta_len=100,100,4.678618360000001,0.025140087773592282,4.6278125,0.026866062587708038,0.2523791412146672,0.026559710795632456
list_near_real_time_setting,base_len=10000 delta_len=60,60,2.31006411,0.010070312680031692,2.289958,0.003988875076046168,0.1014280925814192,0.03648114862634883
list_near_real_time_setting,base_len=50000 delta_len=60,60,4.37456958,0.026650051692962955,4.3205205,0.03164391632568112,0.26847270488755454,0.017554757162606134
list_near_real_time_setting,base_len=20000 delta_len=40,40,2.5906767000000004,0.020536248251183387,2.570021,0.009984663471344885,0.2074598038068721,0.02428950720424027
list_near_real_time_setting,base_len=50000 delta_len=100,100,5.31412705,0.036783973019363946,5.233333,0.03262512220291165,0.36957961871207273,0.04601559155321526
list_near_real_time_setting,base_len=30000 delta_len=100,100,4.14790756,0.01307575034288523,4.1228955,0.011864584806436318,0.1309178576374136,0.014855848380045132
list_near_real_time_setting,base_len=50000 delta_len=20,20,3.5521921,0.02793543659496379,3.4995835,0.024640015924511136,0.28210117807890317,0.022783252244671818
list_near_real_time_setting,base_len=50000 delta_len=80,80,4.75048123,0.028140184445348,4.7029165,0.032092523044470515,0.2819894363707335,0.022685764772636164
list_near_real_time_setting,base_len=10000 delta_len=80,80,2.7325708,0.01680679363005948,2.693812,0.0028630264888317714,0.16911140353905615,0.044043746025219564
list_near_real_time_setting,base_len=30000 delta_len=40,40,3.04806081,0.01604577843082928,3.039541,0.016207616210818846,0.1608490372214411,0.01955337594059242
list_near_real_time_setting,base_len=20000 delta_len=100,100,3.74207454,0.020848919737418703,3.7101245,0.029835283667234164,0.20973509407400262,0.026143777911164845
list_near_real_time_setting,base_len=10000 delta_len=20,20,1.5247642,0.010752163532375496,1.4934795,0.004365551647552598,0.10794539721506977,0.022721363238182194
list_near_real_time_setting,base_len=40000 delta_len=60,60,3.9346962999999997,0.025684431397601775,3.8474375,0.02987483764279372,0.25818860896562823,0.021018913687932884
