group;id;diameter;mean_point_estimate;mean_std_err;median_point_estimate;median_std_err;std_dev_point_estimate;std_dev_std_err
MVR_stores_hydration_setting;CRDT=with_causal_broadcast;1000;32.577336075;0.030965460059835456;32.582406;0.028156524923610156;0.3111291860806439;0.031222130343368407
MVR_stores_hydration_setting;CRDT=with_causal_broadcast;2000;73.48854375;0.38662672862849173;72.585646;0.861519932535011;3.8860765233340016;0.284955492984822
MVR_stores_hydration_setting;CRDT=with_causal_broadcast;3000;109.87631338;0.11430156044263572;109.6372705;0.13803337572339525;1.1513939639641884;0.0839121891723892
MVR_stores_hydration_setting;CRDT=with_causal_broadcast;4000;151.20476208000002;0.2091040269617711;150.9877085;0.14725144868626258;2.1055169862201755;0.3841130733893233
MVR_stores_hydration_setting;CRDT=with_causal_broadcast;5000;198.01268084;0.22664636155381132;198.0695;0.2759964428208559;2.27819980585135;0.12960862580271376
