group;id;diameter;mean_point_estimate;mean_std_err;median_point_estimate;median_std_err;std_dev_point_estimate;std_dev_std_err
MVR_stores_hydration_setting;CRDT=without_causal_broadcast;1000;1.8024279047766951;0.006535982824492517;1.784864805530776;0.004582068208324523;0.06594309508817797;0.0109005914690865
MVR_stores_hydration_setting;CRDT=without_causal_broadcast;2000;3.5099978528571443;0.004331346128009579;3.501540142857143;0.0038533511332039627;0.04342712206853233;0.009331545828671347
MVR_stores_hydration_setting;CRDT=without_causal_broadcast;3000;5.284242757;0.006747754163943337;5.281198099999999;0.007442353988426905;0.06783093353474501;0.0059609983412550645
MVR_stores_hydration_setting;CRDT=without_causal_broadcast;4000;7.3122478542857134;0.044327370599522964;7.124544714285714;0.027873034253332936;0.4458943226450219;0.05551373086178699
MVR_stores_hydration_setting;CRDT=without_causal_broadcast;5000;8.756184191666666;0.011338392069153536;8.744715166666666;0.011088712558190807;0.11431180075419549;0.02969773035742921
