group;id;crdt;setting;cb;base;delta;parameter;mean_point_estimate;mean_std_err;median_point_estimate;median_std_err;std_dev_point_estimate;std_dev_std_err
kv_stores_near_real_time_setting;crdt=wo_cb base_diameter=1000 delta_diameter=20;kv_store;near_real_time;FALSE;1000;20;20;0.09560470291666662;0.0006270159005439626;0.0941336875;0.00026862664128561424;0.006316076246072952;0.001803409608433352
kv_stores_near_real_time_setting;crdt=wo_cb base_diameter=1000 delta_diameter=40;kv_store;near_real_time;FALSE;1000;40;40;0.13855628875;0.0007018474974274394;0.13721008333333332;0.0003051161793716224;0.007056598140668934;0.002380771382257197
kv_stores_near_real_time_setting;crdt=wo_cb base_diameter=1000 delta_diameter=60;kv_store;near_real_time;FALSE;1000;60;60;0.17474113217391304;0.00022694228590011754;0.17425267391304347;0.0004157959896880618;0.0022869251306177735;0.0001746701658930918
kv_stores_near_real_time_setting;crdt=wo_cb base_diameter=1000 delta_diameter=80;kv_store;near_real_time;FALSE;1000;80;80;0.21036179478260864;0.0002838860351409394;0.20998460869565216;0.0002798075176551285;0.0028489859238972977;0.0006936086400179555
kv_stores_near_real_time_setting;crdt=wo_cb base_diameter=1000 delta_diameter=100;kv_store;near_real_time;FALSE;1000;100;100;0.2428218252173913;0.0001967974064279815;0.24222458695652174;0.00022269578345981292;0.001981351398375776;0.00021562657047955803
